"cmc","0.0","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"0","39.03696991783018","1","1","0","5","0","[]","733072","0.25"
"1","21.144073118489256","1","1","1.0","1","1.0","[]","733072","0.18"
"2","7.346810253406961","0","1","3.0","1","3.0","[]","733072","0.19"
"2","294.1197173035924","0","1","1.0","1","1.0","[u'Flying']","733072","1.40"
"6","20.78650098156274","2","1","5.0","14","5.0","[]","733072","0.35"
"5","50.07867585617966","2","1","0","14","0","[]","733072","4.99"
"5","12.809783429279047","2","1","0","1","0","[u'Double strike', u'Trample']","733072","0.21"
"5","14.438176513485155","1","1","3.0","14","3.0","[u'Persist']","733072","1.10"
"4","28.66115346372019","0","1","2.0","5","2.0","[u'Wither']","733072","0.23"
"3","3.3226894907170843","1","1","3.0","5","3.0","[]","733072","0.20"
"4","0.571304347826087","1","1","3.0","1","3.0","[u'Wither']","733072","0.18"
"1","12.42467102603096","1","1","0","1","0","[u'Haste']","733072","0.48"
"2","32.60778435321919","2","1","1.0","14","3.0","[]","733072","5.00"
"5","0","2","1","3.0","1","6.0","[]","733072","0.18"
"1","145.03923625342804","2","1","1.0","1","1.0","[]","733072","0.20"
"2","7.8219285812703045","1","2","0","1","0","[]","733072","0.18"
"2","10.437994303227217","1","2","1.0","5","1.0","[u'Protection', u'Lifelink']","733072","0.23"
"3","1.545068027210884","2","3","3.0","5","3.0","[u'Wither', u'Haste']","733072","0.55"
"1","16.2347292545387","2","1","1.0","1","1.0","[]","733072","0.17"
"3","13.005777666633557","2","1","0","1","0","[u'Indestructible', u'Flying']","733072","1.63"
"5","3.07074074074074","2","1","3.0","1","3.0","[u'Persist']","733072","0.17"
"2","9.808150711795724","2","1","2.0","5","1.0","[u'Trample']","733072","0.21"
"2","15.519251240235503","2","1","2.0","1","1.0","[]","733072","0.18"
"7","78.83980894911002","1","1","5.0","14","5.0","[]","733072","0.99"
"4","10.602692219749276","2","1","2.0","5","2.0","[]","733072","0.20"
"0","283.2590351056205","2","2","0","14","0","[]","733072","12.99"
"6","0","2","1","3.0","1","6.0","[]","733072","0.17"
"1","3.4296678727776286","0","3","0","5","0","[]","733749","0.00"
"6","77.97167531858032","3","2","6.0","14","6.0","[u'Flying']","733749","0.77"
"6","52.96257263682621","1","6","4.0","5","4.0","[]","733749","0.23"
"3","102.27141837556712","1","2","0","5","0","[u'Trample']","733749","0.31"
"0","0.0","1","96","0","12","0","[]","733749","0.25"
"4","15.446188000064788","1","2","2.0","5","2.0","[u'Fear']","733749","0.37"
"3","254.1226110327801","0","2","0","14","0","[]","733749","13.00"
"3","12.41549645213926","1","2","2.0","1","2.0","[]","733749","0.18"
"0","78.54207720073516","0","16","0","1","0","[u'Morph']","733749","0.25"
"3","0.0","1","2","2.0","5","2.0","[u'First strike']","733749","0.30"
"5","93.44984606516145","1","8","0","14","0","[]","733749","5.99"
"4","12.020625418391635","1","3","3.0","5","3.0","[]","733749","0.23"
"0","0.0","1","93","0","12","0","[]","733749","0.25"
"3","16.646446537070805","3","3","2.0","5","2.0","[u'Kicker']","733749","0.21"
"2","222.8835844655189","1","4","1.0","1","1.0","[]","733749","0.00"
"2","13.09031690092802","1","2","1.0","1","1.0","[]","733749","0.16"
"3","13.188177762597087","3","2","2.0","5","2.0","[u'Flying', u'Kicker']","733749","0.21"
"3","20.079642291906044","1","3","0","18","0","[u'Kicker']","733749","0.98"
"4","11.44283361747832","1","2","2.0","1","2.0","[u'Flying']","733749","0.13"
"3","10.53411514759933","1","4","2.0","1","2.0","[]","733749","0.34"
"2","17.543310781110883","1","2","0","5","0","[u'Domain']","733749","0.21"
"3","41.220190632498806","1","7","0","14","0","[]","733749","4.81"
"3","36.267614909930835","3","2","0","5","0","[]","733749","0.24"
"3","126.23812587844895","3","2","0","5","0","[]","733749","0.24"
"3","34.111415481151724","1","4","2.0","1","1.0","[]","733749","1.00"
"4","40.94585796358355","1","7","0","1","0","[]","733749","0.31"
"3","15.478291127743185","1","3","5.0","18","5.0","[u'Trample']","733749","0.98"
"5","48.54791079483284","1","2","3.0","14","4.0","[]","733749","0.42"
"3","9.701352135662383","0","4","0","5","0","[]","733749","0.23"
"1","8.807113786272904","1","2","0.0","1","1.0","[u'Flying']","733749","0.16"
"6","43.199012304340215","3","3","6.0","14","6.0","[u'Flying']","733749","1.25"
"4","18.71084015080352","0","2","0","5","0","[u'Flying', u'Haste']","733749","0.20"
"3","41.94332688048912","1","8","0","1","0","[]","733749","0.25"
"3","12.19475215323366","2","6","0","1","0","[u'Trample']","733749","0.88"
"3","13.234631035462112","3","2","2.0","5","2.0","[u'Kicker']","733749","0.21"
"3","7.430915113784434","2","2","2.0","5","3.0","[u'Kicker']","733749","0.21"
"3","17.14331025207688","0","2","0","5","0","[]","733749","0.25"
"3","285.28314224847765","0","5","0","5","0","[]","733749","1.41"
"2","27.909949443226417","1","5","0","1","0","[u'Domain']","733749","0.39"
"6","53.760570588402686","3","3","6.0","14","6.0","[u'Flying']","733749","1.49"
"4","2.40710843373494","2","2","3.0","5","3.0","[u'Vigilance']","733749","0.21"
"1","54.70135471365745","3","2","1.0","1","1.0","[u'First strike']","733749","0.16"
"2","473.4994497518607","1","2","2.0","1","2.0","[]","733749","0.16"
"0","281.2349279627634","2","3","0","5","0","[]","733749","0.34"
"3","10.678278865566979","1","2","0","1","0","[]","733749","0.16"
"4","29.55312986886488","0","3","0","14","0","[]","733749","1.99"
"7","12.134983818770223","0","4","8.0","14","8.0","[]","733749","0.40"
"3","6.871186930925494","1","4","0","5","0","[]","733749","0.21"
"3","167.74431547122703","3","2","0","5","0","[]","733749","0.24"
"1","285.28314224847765","1","28","0","1","0","[]","733749","1.97"
"3","4.739093435218719","1","6","0","1","0","[]","733749","0.21"
"3","14.720666064899238","1","2","0","1","0","[u'Domain']","733749","0.16"
"6","0","0","8","5.0","5","4.0","[]","733749","0.21"
"3","118.51493475927879","1","2","2.0","5","1.0","[]","733749","0.41"
"1","12.41549645213926","1","4","1.0","1","1.0","[]","733749","1.49"
"3","5.527130499013931","0","6","0","5","0","[u'Shroud']","733749","0.99"
"2","0","1","7","0","1","0","[]","733749","0.25"
"2","5.115378806541407","2","2","0","1","0","[]","733749","0.21"
"0","0.0","1","90","0","12","0","[]","733749","0.00"
"0","281.2349279627634","2","4","0","5","0","[]","733749","0.34"
"5","36.045056128443655","1","2","0","5","0","[u'Domain']","733749","0.21"
"2","4.99670762018498","0","7","0","5","0","[u'Shroud', u'Haste']","733749","4.97"
"3","8.906179697688634","1","2","1.0","5","1.0","[u'Flying', u'Echo']","733749","0.00"
"5","12.169645224439202","1","4","4.0","14","4.0","[]","733749","0.38"
"4","19.778146151979467","0","2","0","5","0","[u'Domain']","733749","0.21"
"2","0.22","1","10","0","1","0","[]","735475","0.17"
"4","27.647571761939517","1","5","2.0","5","2.0","[u'Haste']","735475","2.59"
"1","11.84400268909152","1","4","1.0","5","1.0","[]","735475","2.65"
"5","26.0490411495029","1","3","2.0","14","2.0","[u'Protection']","735475","0.00"
"0","142.8464772275252","1","9","0","1","0","[u'Cycling']","735475","0.24"
"4","30.492672714364836","1","6","3.0","1","3.0","[]","735475","0.49"
"1","19.12937116879882","1","10","1.0","5","1.0","[]","735475","0.00"
"1","12.78653442946436","1","3","1.0","1","1.0","[]","735475","1.34"
"2","16.405284279918458","1","4","1.0","1","1.0","[]","735475","0.00"
"4","14.50939298329166","1","10","0","5","0","[]","735475","0.00"
"7","55.60494717462328","1","4","1","14","1","[]","735475","3.67"
"3","67.52323339579303","1","12","1.0","1","1.0","[]","735475","0.25"
"3","55.01126825621745","1","7","1.0","5","1.0","[]","735475","1.99"
"5","114.44960266470251","1","3","2.0","14","2.0","[u'Trample']","735475","0.75"
"3","317.91894493186356","1","3","1.0","5","2.0","[]","735475","3.01"
"3","17.703308098594466","0","4","0","1","0","[]","735475","0.17"
"4","7.063750184266132","1","3","1","5","1","[u'Trample']","735475","1.89"
"1","1.545068027210884","1","15","1.0","1","1.0","[u'Haste']","735475","0.00"
"3","0","1","3","2.0","1","2.0","[]","735475","0.24"
"3","0","1","6","2.0","5","2.0","[]","735475","0.29"
"4","15.956647788068794","1","4","3.0","14","3.0","[u'Trample', u'Haste']","735475","0.42"
"4","31.690189801671952","1","4","0","5","0","[]","735475","5.29"
"2","23.055452869297053","1","4","2.0","5","1.0","[]","735475","0.31"
"3","15.795583111471863","1","5","1.0","1","1.0","[]","735475","0.22"
"5","18.644814497439103","1","6","2.0","14","2.0","[]","735475","0.00"
"2","15.525982745294582","1","3","2.0","1","1.0","[]","735475","0.16"
"2","0","1","6","2.0","1","3.0","[]","735475","0.16"
"4","29.576896761425296","1","4","2.0","5","2.0","[u'Trample']","735475","0.79"
"2","6.213515718079869","1","3","2.0","5","2.0","[u'Cycling']","735475","0.18"
"3","32.525891519847654","1","3","0","5","0","[]","735475","0.29"
"3","7.769170356542983","1","3","2.0","5","2.0","[u'First strike']","735475","0.26"
"4","5.191451005934288","1","3","1","5","1","[u'Haste']","735475","1.13"
"4","14.173938600325451","1","3","3.0","14","2.0","[]","735475","0.00"
"1","0","1","3","0","1","0","[]","735475","0.95"
"2","81.81015114287366","1","3","1.0","1","1.0","[]","735475","0.00"
"3","19.830982438295575","1","7","2.0","5","2.0","[]","735475","2.65"
"1","113.88639926129105","1","5","1.0","1","1.0","[]","735475","0.00"
"2","21.898195964436226","1","5","1.0","1","1.0","[u'Echo']","735475","0.00"
"1","11.318050362234032","1","34","0","1","0","[]","735475","0.24"
"3","24.632772553137297","1","5","1.0","1","2.0","[]","735475","0.79"
"1","285.28314224847765","1","25","1.0","1","1.0","[]","735475","0.00"
"4","80.00252353219742","0","4","0","14","0","[]","735475","0.00"
"2","0","1","3","2.0","1","2.0","[]","735475","0.22"
"3","17.934752835941794","1","3","0","1","0","[u'Trample']","735475","0.00"
"2","37.00482074060329","1","4","3.0","5","3.0","[u'Deathtouch']","735475","1.13"
"0","142.8464772275252","1","9","0","1","0","[u'Cycling']","735475","0.19"
"4","15.912098627968012","1","4","2.0","5","2.0","[]","735475","0.22"
"1","18.808880663898485","1","4","1.0","1","1.0","[]","735475","0.22"
"3","25.358273957835006","1","3","2.0","5","1.0","[u'Cycling']","735475","2.82"
"0","146.51894362703223","1","3","0","5","0","[]","735475","0.39"
"3","12.624278449388692","1","6","2.0","5","2.0","[u'Haste']","735475","2.24"
"5","9.617190855323935","1","3","2.0","14","2.0","[]","735475","1.93"
"0","143.8415836320562","1","3","0","5","0","[]","735475","1.00"
"1","0","1","3","2.0","1","2.0","[u'Cohort']","735475","0.22"
"2","12.73350727837667","0","8","0","5","0","[]","735475","0.25"
"2","47.13083473996385","1","6","2.0","1","2.0","[u'Flying']","735475","0.24"
"2","2.9335522294712","1","21","0","1","0","[]","735475","0.00"
"5","15.194677941322253","1","8","3.0","5","3.0","[u'Flying']","735475","0.22"
"2","285.28314224847765","1","6","0","5","0","[]","735475","0.29"
"2","18.341306020549837","1","10","0","5","0","[]","735475","0.32"
"3","13.433506304790962","1","3","1.0","5","2.0","[u'Flying']","735475","0.24"
"3","8.008622180420513","1","6","2.0","1","2.0","[]","735475","0.18"
"1","2.4464411762937317","1","18","0","1","0","[]","735475","0.24"
"1","14.657412618340812","1","15","0","1","0","[]","735475","0.74"
"2","25.268376771057614","1","5","0","5","0","[]","735475","0.36"
"2","12.40861654986179","1","3","1.0","1","1.0","[]","735475","0.49"
"4","20.795255030701142","1","10","2.0","5","3.0","[u'Flying']","735475","0.29"
"3","10.047290460535457","1","3","0","5","0","[u'Trample']","735475","0.24"
"4","43.34435539398054","1","5","0","5","0","[]","735475","0.33"
"8","17.14210518408144","1","4","6.0","14","6.0","[u'Flying']","735475","0.99"
"3","3.249079663532902","1","6","2.0","1","1.0","[u'Flying']","735475","0.19"
"4","10.47814078310692","1","4","2.0","5","3.0","[u'Flying']","735475","0.24"
"6","97.1644985230549","1","4","5.0","14","5.0","[u'Vigilance', u'Flying', u'Persist']","735475","0.90"
"4","33.61559567857411","1","4","0","5","0","[u'Exalted']","735475","0.31"
"4","10.134872814863828","1","5","0","1","0","[]","735475","0.51"
"7","37.54863762498443","1","3","4.0","14","4.0","[u'Flying']","735475","1.99"
"3","9.855327583645174","1","5","1.0","1","2.0","[u'Flying', u'Dredge']","735475","0.00"
"2","65.74223989127235","1","11","0","5","0","[]","735475","41.24"
"4","4.948368373249818","1","3","2.0","1","2.0","[u'Flying']","735475","0.24"
"4","11.85960419843372","1","4","2.0","5","2.0","[u'Flying']","735475","0.24"
"2","5.967439928302294","1","3","0","1","0","[u'Cycling']","735475","0.34"
"0","142.8464772275252","1","10","0","1","0","[u'Cycling']","735475","0.25"
"9","31.536764152830234","1","3","9.0","14","9.0","[]","735475","0.44"
"0","142.8464772275252","1","10","0","1","0","[u'Cycling']","735475","0.21"
"6","31.726021998811706","1","11","0","5","0","[]","735475","0.29"
"3","3.9267561549354273","1","12","0","1","0","[]","735475","0.25"
"3","118.89151613164165","1","3","1.0","1","2.0","[]","735475","0.17"
"4","37.304534403987645","1","3","2.0","1","2.0","[u'Flying', u'Hellbent']","735475","0.19"
"3","11.910388196857433","1","11","2.0","1","2.0","[]","735475","0.20"
"7","29.016581921848246","1","11","7.0","18","7.0","[u'Trample', u'Flying']","735475","0.00"
"1","7.696138410862548","1","19","0","1","0","[]","735475","0.24"
"4","22.056542915173694","1","5","0","5","0","[u'Vigilance', u'Flying']","735475","0.40"
"4","22.317990375912647","1","4","2.0","5","2.0","[u'Flying']","735475","0.29"
"2","16.635634891617087","0","9","0","5","0","[]","735475","0.29"
"5","10.740821187078014","1","10","3.0","5","3.0","[u'Flying']","735475","0.41"
"1","285.28314224847765","1","28","0","1","0","[]","735475","2.09"
"3","3.249079663532902","1","4","3.0","5","1.0","[u'Flying']","735475","0.28"
"1","13.232730129867488","1","4","1.0","5","1.0","[]","735475","0.17"
"9","37.49930085931705","1","6","4.0","14","6.0","[u'Flying']","735475","2.27"
"5","9.749042947003609","1","4","0","5","0","[]","735475","0.00"
"3","4.575504641736954","1","3","0","5","0","[]","735475","0.26"
"2","10.87728750609191","1","6","1.0","1","1.0","[u'Flying']","735475","0.24"
"5","34.32947837575698","1","4","0","14","0","[u'Flying']","735475","0.43"
"4","11.10150401828778","1","6","0","5","0","[]","735475","0.38"
"8","57.54622518592097","1","5","6.0","18","6.0","[u'Flying', u'Trample', u'Protection', u'Haste', u'Vigilance', u'First strike']","735475","6.99"
"5","3.7105082349614733","1","27","4.0","5","4.0","[u'Vigilance', u'Flying']","735475","0.43"
"2","8.745155619715975","1","6","0","5","0","[]","735475","0.58"
"4","21.56645206077691","1","3","2.0","5","2.0","[]","735475","0.24"
"3","7.363363011869838","1","1","1.0","5","3.0","[u'Flying']","730302","0.26"
"6","0","1","1","1.0","5","3.0","[]","730302","0.25"
"3","38.03708269219739","1","7","2.0","14","2.0","[u'Forestwalk']","730302","7.39"
"5","41.11330316911758","2","2","0","1","0","[]","730302","0.19"
"5","0","2","1","4.0","1","4.0","[u'Haste']","730302","0.16"
"4","14.807934144854453","1","1","2.0","14","2.0","[u'Protection']","730302","0.48"
"5","14.842356959054996","1","2","0","14","0","[]","730302","1.56"
"4","0","1","1","3.0","5","3.0","[u'Haste']","730302","0.25"
"6","30.177548116162885","1","2","0","14","0","[]","730302","0.41"
"1","17.806287171402243","1","1","0","1","0","[u'Kicker']","730302","0.00"
"2","16.8342292876855","1","1","0","1","0","[]","730302","0.16"
"4","3.249079663532902","1","5","2.0","1","2.0","[u'Flying', u'First strike']","730302","0.14"
"2","32.459810108740804","1","1","0","5","0","[]","730302","0.00"
"3","13.953809592470996","1","1","2.0","1","2.0","[]","730302","0.16"
"5","7.125580353815379","1","4","0","5","0","[]","730302","0.21"
"4","50.90553273703946","1","1","0","14","0","[]","730302","0.37"
"1","30.020320121846844","1","2","0","5","0","[]","730302","0.29"
"6","31.979394541081653","3","2","6.0","14","6.0","[u'Flying']","730302","3.27"
"5","59.77696056213895","1","1","0","14","0","[]","730302","0.36"
"8","46.77153049621131","5","2","0","14","0","[]","730302","0.47"
"1","22.75453876586702","1","1","0","1","0","[]","730302","0.00"
"5","7.2658851055473095","1","1","1.0","14","3.0","[]","730302","4.38"
"0","281.2349279627634","2","2","0","5","0","[]","730302","0.35"
"1","13.089061988372723","1","3","0","5","0","[]","730302","0.23"
"7","5.996810336651906","2","1","7.0","14","4.0","[u'Protection', u'First strike']","730302","1.12"
"3","206.56837639171627","1","1","0","1","0","[]","730302","0.25"
"4","11.302931749622928","1","1","5.0","14","5.0","[]","730302","0.25"
"3","9.722560371542073","2","1","1.0","5","4.0","[u'Kicker']","730302","0.21"
"2","12.342824058898879","1","1","1.0","1","1.0","[u'Haste', u'First strike', u'Kicker']","730302","0.00"
"2","4.525183710133035","1","1","0","1","0","[]","730302","0.25"
"3","13.480217831792652","1","2","2.0","1","2.0","[u'First strike', u'Kicker']","730302","0.16"
"3","0","2","1","3.0","1","1.0","[u'Trample']","730302","0.19"
"5","39.40300639545164","1","2","3.0","14","2.0","[u'Delve']","730302","0.00"
"4","16.64386610588154","3","1","2.0","14","2.0","[]","730302","0.43"
"2","5.437238773551645","1","1","0","5","0","[u'Flying']","730302","0.25"
"2","62.72312190098594","1","1","0","14","0","[]","730302","2.22"
"2","16.48935162168453","2","1","0","5","0","[]","730302","0.35"
"4","12.131397750422432","3","1","2.0","14","2.0","[]","730302","0.00"
"2","8.775910108261817","2","4","0","5","0","[]","730302","0.39"
"3","55.15926500639527","2","1","0","5","0","[]","730302","0.51"
"2","13.847432362557308","1","1","1.0","1","2.0","[u'Kicker']","730302","0.16"
"3","15.882534692993946","2","1","1.0","5","1.0","[]","730302","0.21"
"0","202.0189632094958","3","1","0","1","0","[]","730302","0.21"
"4","11.432089609649081","2","1","2.0","5","2.0","[u'First strike']","730302","0.37"
"3","8.865148292680278","1","2","0","1","0","[]","730302","0.40"
"3","103.28206122448985","1","4","0","5","0","[]","730302","0.26"
"0","202.0189632094958","3","1","0","1","0","[]","730302","0.19"
"2","10.078203481390071","1","2","2.0","5","1.0","[u'Haste']","730302","0.00"
"2","11.75565840281326","1","2","2.0","5","1.0","[u'Trample']","730302","0.25"
"5","23.136950990159797","1","1","0","14","0","[]","730302","0.44"
"2","285.28314224847765","1","1","1.0","1","1.0","[]","730302","0.16"
"4","8.3639091734361","2","1","2.0","1","2.0","[]","730302","0.14"
"2","12.473242182386599","1","1","2.0","14","2.0","[u'Flying']","730302","0.32"
"3","19.44490069262745","2","1","3.0","1","1.0","[]","730302","0.18"
"1","54.70135471365745","3","2","1.0","1","1.0","[u'First strike']","730302","0.18"
"3","10.596906532848848","2","1","1.0","5","3.0","[]","730302","0.25"
"1","51.073696552432345","3","1","1.0","1","1.0","[]","730302","0.20"
"6","65.74223989127235","0","2","0","14","0","[]","730302","3.00"
"2","16.38699731688387","1","1","0","5","0","[]","730302","0.30"
"0","281.2349279627634","2","3","0","5","0","[]","730302","0.28"
"2","11.219440383576256","2","1","0","14","0","[]","730302","1.76"
"4","10.721584065653218","1","1","5.0","14","3.0","[u'Trample', u'Haste', u'Kicker']","730302","0.80"
"1","158.24378836399669","0","2","0","5","0","[u'Chroma']","730302","0.88"
"5","29.312130861817796","1","1","0","14","0","[]","730302","0.25"
"1","25.444426165869817","1","1","1.0","5","1.0","[]","730302","0.25"
"1","17.87862461526404","3","1","1.0","1","1.0","[]","730302","0.16"
"4","36.18742599361963","1","1","2.0","14","2.0","[u'Flying']","730302","0.37"
"3","13.44041294036626","1","1","0","5","0","[]","730302","0.25"
"6","31.143706726840982","1","1","4.0","14","4.0","[]","730302","0.35"
"4","22.129122643961637","2","1","0","5","0","[]","730302","0.27"
"3","12.795265524891407","1","1","0","14","0","[]","730302","0.45"
"2","1682.4497592314074","1","1","0","5","0","[]","730302","0.21"
"3","4.3477385517628875","2","1","1.0","1","4.0","[]","730302","0.19"
"6","8.694822655107204","1","4","4.0","14","7.0","[u'Kicker']","730302","0.69"
"2","25.423796452421154","2","1","2.0","5","1.0","[]","730302","0.20"
"3","8.712597220641989","2","1","1.0","5","2.0","[u'Flying', u'Kicker']","730302","0.22"
"1","15.564992658760508","1","1","0","1","0","[u'Kicker']","730302","0.00"
"3","18.44898070067188","1","1","2.0","14","2.0","[]","730302","0.33"
"3","16.88906070619014","1","2","0","1","0","[]","730302","0.14"
"4","33.52180095547827","1","1","0","14","0","[]","730302","0.39"
"2","100.83539981605387","1","1","0","5","0","[]","730302","0.00"
"3","27.882663000507133","1","1","2.0","5","2.0","[]","730302","0.00"
"3","14.57362816449296","1","4","0","1","0","[]","730302","0.16"
"4","100.88914876939126","1","1","0","14","0","[]","730302","0.37"
"3","4.479058499656804","2","1","0","5","0","[]","730302","0.22"
"5","35.40556061187819","1","2","4.0","14","4.0","[u'Kicker']","730302","0.44"
"2","28.987066437611833","1","1","1.0","1","1.0","[u'Protection']","730302","0.18"
"4","611.232210739035","1","1","3.0","14","3.0","[]","730302","0.38"
"2","18.991387721939212","1","1","0","14","0","[]","730302","1.20"
"5","7.69780972702224","1","1","3.0","1","3.0","[]","730302","0.00"
"6","0.35480000000000006","1","1","5.0","5","5.0","[]","730302","0.25"
"3","21.015646703117433","1","1","0","14","0","[]","730302","0.79"
"4","1.928170731707317","0","1","0","14","0","[]","730302","0.66"
"4","0","2","1","1","5","1","[]","730302","0.25"
"1","8.769388145911725","1","2","0","1","0","[]","730302","0.16"
"4","30.463290984421675","2","2","0","5","0","[]","730302","0.25"
"3","8.670555292667014","1","1","0","1","0","[]","730302","0.18"
"4","612.1834437582403","3","1","2.0","14","2.0","[u'Protection']","730302","0.39"
"3","15.841332366085096","1","2","0","1","0","[u'Landwalk']","730302","0.21"
"2","39.085002816653606","1","12","1.0","1","1.0","[]","730302","0.14"
"4","3.249079663532902","1","1","2.0","5","2.0","[u'Flying']","730302","0.24"
"2","17.541388664830986","1","1","1.0","1","3.0","[u'Kicker']","730302","0.00"
"2","299.80178933278364","1","1","2.0","1","1.0","[]","730302","0.00"
"2","95.55715330327939","1","2","1.0","1","2.0","[]","730302","0.16"
"1","18.817314726616427","2","1","0","1","0","[u'Trample', u'Kicker']","730302","0.19"
"3","6.47939747490805","2","1","1.0","5","1.0","[u'Kicker']","730302","0.22"
"2","10.707363795948094","1","4","0","1","0","[]","730302","0.16"
"3","21.93457098232789","1","1","0","1","0","[]","730302","0.18"
"2","55.41953121647667","2","1","0","14","0","[u'Storm']","730302","0.25"
"7","3.417367205542727","1","4","1","14","1","[u'Trample']","730302","0.47"
"4","18.430268972263832","1","1","1.0","14","1.0","[]","730302","0.44"
"3","37.5378798219769","2","2","0","1","0","[]","730302","0.25"
"4","13.215535396949933","1","1","2.0","1","2.0","[u'Kicker']","730302","0.19"
"1","9.91148496572639","3","1","1.0","1","1.0","[]","730302","0.16"
"2","26.333436642492863","1","1","0","14","0","[]","730302","0.43"
"2","11.932066325386133","1","2","2.0","5","1.0","[]","730302","0.22"
"3","14.708288011236213","1","1","2.0","1","3.0","[u'Flying', u'Kicker']","730302","0.00"
"3","36.98192962868891","1","8","0","1","0","[]","730302","0.22"
"3","5.597065658906081","2","2","0","14","0","[]","730302","2.16"
"2","29.769325362554966","1","1","0","5","0","[]","730302","0.45"
"3","6.114851699080958","2","2","2.0","5","3.0","[u'Kicker']","730302","0.25"
"1","11.525067650031819","1","5","0","1","0","[]","730302","0.30"
"1","10.901481036723899","1","1","0","5","0","[]","730302","0.22"
"1","18.185037612348044","3","1","1.0","1","1.0","[u'First strike']","730302","0.00"
"3","46.2633880146541","2","1","0","14","0","[]","730302","1.99"
"8","13.64303966746059","1","3","0","14","0","[]","730302","2.99"
"4","0","2","1","2.0","1","2.0","[]","730302","0.16"
"3","3.249079663532902","2","2","2.0","1","1.0","[u'Flying']","730302","0.16"
"3","13.707216280606238","2","1","2.0","5","3.0","[u'Flying']","730302","0.25"
"2","15.869763001066259","2","2","0","5","0","[]","730302","0.22"
"5","0","1","1","4.0","5","4.0","[]","730302","0.25"
"4","51.09664077410129","1","1","0","14","0","[]","730302","7.38"
"2","473.4994497518607","1","2","2.0","1","2.0","[]","730302","0.00"
"2","13.377979440721385","1","2","0","1","0","[]","730302","0.16"
"1","18.776282959593836","1","1","0","14","0","[]","730302","0.39"
"3","7.550902614782563","2","1","0","1","0","[u'Kicker']","730302","0.19"
"2","0","1","1","2.0","14","1.0","[]","730302","0.39"
"2","1.6600140221184154","2","1","0","1","0","[u'Flying']","730302","0.15"
"4","13.383909789535924","1","1","0","14","0","[]","730302","0.34"
"3","12.228601794609027","1","3","0","1","0","[]","730302","0.19"
"5","26.259327830531724","1","1","4.0","14","6.0","[]","730302","0.37"
"4","10.140612430288467","2","1","2.0","14","2.0","[u'Flying', u'Kicker']","730302","0.47"
"2","0","1","1","1.0","5","1.0","[]","730302","0.22"
"2","14.56449632037445","1","1","0","14","0","[u'Kicker']","730302","0.32"
"5","118.754784170514","3","1","3.0","5","3.0","[]","730302","0.25"
"1","607.4719372913984","1","1","1.0","1","1.0","[]","730302","0.16"
"1","148.67850999042386","1","2","0.0","1","1.0","[u'Flying']","730302","0.00"
"2","172.97577166044522","1","1","1.0","1","1.0","[u'Flying']","730302","0.19"
"3","35.09693589561518","1","1","0","14","0","[]","730302","0.00"
"2","13.60638862772835","1","2","2.0","5","1.0","[]","730302","0.25"
"2","14.411261001672825","0","1","0","14","0","[]","730302","1.22"
"2","239.3511697089114","1","7","0","1","0","[]","730302","0.21"
"4","10.66535132763648","2","2","0","1","0","[u'Kicker']","730302","0.17"
"3","281.2349279627634","2","1","0","5","0","[]","730302","0.21"
"3","5.8563913363398115","1","15","0","1","0","[]","730302","0.16"
"4","20.43998737580963","1","1","4.0","5","3.0","[]","730302","0.25"
"3","8.602624563918686","2","1","2.0","5","2.0","[]","730302","0.25"
"6","25.0460568738098","3","1","6.0","14","6.0","[u'Flying']","730302","3.98"
"3","13.523228751575282","1","1","0","1","0","[]","730302","0.20"
"4","47.49720391030042","2","3","0","5","0","[]","730302","0.25"
"4","61.37495259541319","2","2","2.0","14","2.0","[]","730302","5.77"
"3","15.404014765279648","2","1","3.0","5","1.0","[u'Kicker']","730302","0.25"
"2","25.029932077860796","0","1","0","14","0","[]","730302","0.00"
"2","10.62442350655658","2","1","2.0","1","2.0","[u'Protection']","730302","0.19"
"2","11.44004632518589","1","2","0","5","0","[]","730302","3.97"
"3","50.815310755533346","2","1","1.0","14","1.0","[]","730302","0.37"
"0","404.5314558560297","0","1","0","5","0","[]","730302","0.29"
"5","12.187722583731786","2","1","2.0","5","3.0","[]","730302","0.25"
"0","281.2349279627634","2","2","0","5","0","[]","730302","0.49"
"2","0.35480000000000006","2","1","1.0","1","1.0","[]","730302","0.00"
"2","219.8132871126729","1","4","1.0","1","1.0","[]","730302","0.43"
"5","118.754784170514","3","1","3.0","5","3.0","[]","730302","0.25"
"3","32.01427054220531","2","1","2.0","14","1.0","[]","730302","0.50"
"2","29.115085453490348","1","1","0","14","0","[]","730302","0.38"
"5","10.991336877909376","1","3","3.0","1","3.0","[]","730302","0.19"
"4","35.3778356876094","1","1","0","14","0","[]","730302","0.36"
"1","4.501349244773096","1","3","0","1","0","[u'Flying']","730302","0.16"
"5","20.56457990330357","1","2","0","14","0","[]","730302","0.63"
"4","210.06049294156836","1","1","0","5","0","[]","730302","0.29"
"3","0","1","1","0.0","1","2.0","[]","730302","0.19"
"3","3.249079663532902","2","1","2.0","5","3.0","[u'Flying']","730302","0.25"
"2","12.608202365995046","1","1","0","5","0","[u'Flip']","730302","0.20"
"6","11.388421469108618","2","1","5.0","14","5.0","[u'Trample', u'Protection']","730302","0.43"
"3","14.685329746148456","1","1","0","14","0","[]","730302","0.30"
