"cmc","description","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"6","regenerate this. swampcycling","1","8","5.0","1","3.0","[u'Cycling']","734353","0.29"
"1","put target creature card from a graveyard onto the battlefield under your control. you lose life equal to its converted mana cost.","1","7","0","5","0","[]","734353","17.00"
"2","enchant creature card in a graveyard when this enters the battlefield if it's on the battlefield it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with this."" return enchanted creature card to the battlefield under your control and attach this to it. when this leaves the battlefield that creature's controller sacrifices it. enchanted creature gets -1/-0.","1","12","0","5","0","[]","734353","2.47"
"2","as an additional cost to cast this discard x cards. x damage to each creature and each player.","1","2","0","5","0","[]","734353","0.30"
"1","search your library for a card and put that card into your graveyard. then shuffle your library.","1","4","0","14","0","[]","734353","17.22"
"9","islandwalk trample shroud","1","4","7.0","14","11.0","[u'Shroud', u'Islandwalk', u'Trample']","734353","2.17"
"0"," add to your mana pool. cycling","1","9","0","1","0","[u'Cycling']","734353","0.32"
"2","each player puts a creature card from his or her graveyard onto the battlefield.","1","3","0","1","0","[]","734353","1.00"
"0"," add to your mana pool. sacrifice this: add to your mana pool.","1","6","0","5","0","[]","734353","0.32"
"3","when this enters the battlefield sacrifice it unless you discard a creature card.","1","5","4.0","5","4.0","[]","734353","0.34"
"3","haste","1","3","1.0","1","1.0","[u'Haste']","733989","0.26"
"5","if a red instant or sorcery spell you control would deal damage it deals double that damage instead.","1","2","4.0","5","3.0","[]","733989","0.46"
"1","then that player or that creature's controller may pay . if the player does he or she may copy this spell and may choose a new target for that copy.","1","5","0","1","0","[]","733989","6.49"
"3"," whenever you cast a red spell you may untap this.","1","3","0.0","1","1.0","[]","733989","0.29"
"2","trample haste at the beginning of the end step sacrifice this. unearth","1","4","3.0","5","1.0","[u'Unearth', u'Trample', u'Haste']","733989","1.35"
"1","sacrifice this: this deals 1 damage to target creature or player.","1","10","1.0","5","1.0","[]","733989","0.26"
"1","exile two cards from your graveyard: this deals 2 damage to target creature or player.","1","4","1.0","14","1.0","[]","733989","6.70"
"3","any player may have this deal 5 damage to him or her. if no one does target player draws three cards.","1","6","0","5","0","[]","733989","1.29"
"3","discard a card: destroy target blue permanent. discard a card: this deals 3 damage to target creature or player. a creature dealt damage this way can't be regenerated this turn. discard a card: jaya ballard deals 6 damage to each creature and each player.","1","3","2.0","14","2.0","[]","733989","0.61"
"2","choose one — this deals 3 damage to target player; or this deals 4 damage to target creature with flying.","1","4","0","1","0","[u'Flying']","733989","0.21"
"3","destroy target artifact or land. it can't be regenerated.","1","7","0","5","0","[]","733989","0.44"
"1","whenever this is dealt damage it deals that much damage to you.","1","3","2.0","5","1.0","[]","733989","0.26"
"2","","1","5","3.0","1","3.0","[]","733989","0.29"
"2","copy target instant or sorcery spell. you may choose new targets for the copy.","1","4","0","14","0","[]","733989","0.94"
"1","kithkin spirit. if this is a spirit it becomes a 4/4 kithkin spirit warrior. if this is a warrior it becomes an 8/8 kithkin spirit warrior avatar with flying and first strike.","2","5","1.0","14","1.0","[u'Flying', u'First strike']","733989","1.50"
"4","haste echo when this enters the battlefield it deals 3 damage to target player.","1","4","3.0","5","2.0","[u'Haste', u'Champion', u'Echo']","733989","0.28"
"0","add to your mana pool. this deals 1 damage to you. threshold — sacrifice this: this deals 2 damage to target creature or player. activate this ability only if seven or more cards are in your graveyard.","1","2","0","5","0","[u'Threshold']","733989","0.45"
"0"," when this enters the battlefield target creature gets +2/+0 until end of turn. add to your mana pool.","1","3","0","1","0","[]","733989","0.27"
"1","","1","16","0","1","0","[]","733989","4.07"
"4","","1","6","0","5","0","[]","733989","0.30"
"0"," add to your mana pool. warrior creature with first strike until end of turn. it's still a land.","1","4","0","5","0","[u'First strike']","733989","0.31"
"3"," return this from your graveyard to your hand. activate this ability only during your upkeep.","1","5","0","14","0","[]","733989","0.34"
"3","trample haste at the beginning of the end step sacrifice this.","1","8","6.0","14","1.0","[u'Trample', u'Haste']","733989","2.44"
"1","x damage divided evenly rounded down among any number of target creatures players.","1","25","0","5","0","[]","733989","0.30"
"2","vanishing 2 when this enters the battlefield or leaves the battlefield it deals 1 damage to target player.","1","3","3.0","1","3.0","[u'Vanishing']","733989","0.69"
"6","you may sacrifice two mountains rather than pay this's mana cost.","1","6","0","1","0","[]","733989","2.24"
"2","","1","3","0","5","0","[]","733989","4.89"
"1","trample haste at the beginning of the end step sacrifice this.","1","3","3.0","5","1.0","[u'Trample', u'Haste']","733989","0.72"
"3","haste wither","2","3","3.0","5","3.0","[u'Wither', u'Haste']","733989","0.00"
"3","the damage can't be prevented. if that player would gain life this turn that player gains no life instead.","1","2","0","5","0","[]","733989","2.10"
"4","affinity for artifacts","0","4","2.0","1","2.0","[u'Affinity']","733923","0.24"
"4","flying when this enters the battlefield look at the top three cards of your library. you may reveal an artifact card from among them and put it into your hand. put the rest on the bottom of your library in any order.","1","4","2.0","1","2.0","[u'Flying']","733923","0.16"
"1","strike reinforce 1—","1","2","1.0","1","1.0","[u'Reinforce', u'First strike']","733923","0.16"
"2","put a +1/+1 counter on each artifact creature you control.","0","3","1.0","14","1.0","[]","733923","12.88"
"8","affinity for artifacts flying","1","4","5.0","5","4.0","[u'Flying', u'Affinity']","733923","0.21"
"2","","1","5","2.0","1","2.0","[]","733923","0.16"
"6","convoke flying","1","2","3.0","1","3.0","[u'Convoke', u'Flying']","733923","0.16"
"5","strike at the beginning of your upkeep sacrifice this unless you discard a card. at the beginning of your draw step you may have this deal 3 damage to target creature.","0","3","5.0","14","5.0","[u'First strike']","733923","0.31"
"3","flying at the beginning of your upkeep return an artifact you control to its owner's hand.","1","3","4.0","5","3.0","[u'Flying']","733923","0.15"
"3","you may discard a plains card rather than pay this's mana cost. destroy target artifact or enchantment.","1","2","0","5","0","[]","733923","0.19"
"5","tap five untapped soldiers you control: exile target creature.","1","2","3.0","14","3.0","[]","733923","0.39"
"4"," walls.","0","15","5.0","5","3.0","[]","733923","0.18"
"2","tap target creature.","0","2","0","5","0","[]","733923","0.18"
"1","exile target creature. its controller gains life equal to its power.","1","20","0","5","0","[]","733923","2.09"
"8","flash; convoke flying when this enters the battlefield prevent the next 5 damage that would be dealt this turn to any number of target creatures players divided as you choose.","1","2","5.0","14","5.0","[u'Convoke', u'Flash', u'Flying']","733923","0.40"
"2","white creatures get +1/+1.","1","12","0","14","0","[]","733923","0.87"
"5","destroy target nonwhite permanent.","1","2","0","5","0","[]","733923","0.18"
"3","when this enters the battlefield you may search your library for an artifact card with converted mana cost 1 or less reveal that card and put it into your hand. if you do shuffle your library.","1","3","2.0","1","2.0","[]","733923","0.55"
"1","","1","5","2.0","5","1.0","[]","733923","0.18"
"1","when this blocks a creature destroy that creature and this.","1","3","1.0","14","1.0","[]","733923","0.48"
"5"," whenever this attacks or blocks remove a +1/+1 counter from it. if you do this deals 1 damage to target creature or player. put a +1/+1 counter on this.","0","2","0.0","5","0.0","[]","733923","0.15"
"4","whenever this attacks you may tap target creature.","1","7","2.0","5","2.0","[]","733923","0.18"
"3","choose one — tap two target creatures; or creatures don't untap during target player's next untap step. entwine","1","3","0","1","0","[u'Entwine']","733923","0.16"
"0","multikicker add to your mana pool for each charge counter on this.","0","6","0","5","0","[u'Multikicker']","733923","0.52"
"2","when this enters the battlefield you gain 3 life.","1","3","1.0","1","3.0","[]","733923","0.17"
"1","tap target creature.","1","2","1.0","1","1.0","[]","733923","0.14"
"2","add to your mana pool.","1","4","1.0","1","1.0","[]","733923","0.39"
"4","you may discard an island card and another card rather than pay this's mana cost. counter target spell.","1","2","0","5","0","[]","733923","0.49"
"0","add to your mana pool. target soldier creature gets +1/+1 until end of turn.","1","2","0","5","0","[]","733923","0.22"
"2","put two 1/1 white soldier creature tokens onto the battlefield.","1","8","0","1","0","[]","733923","0.23"
"2","when this enters the battlefield put a -1/-1 counter on target creature. proliferate.","0","3","0","5","0","[u'Proliferate']","733923","0.39"
"4","flying whenever this attacks or blocks remove a +1/+1 counter from it at end of combat.","0","2","0.0","1","0.0","[u'Flying']","733923","0.16"
"3"," other artifact creatures you control get +1/+1.","1","3","4","14","4","[]","733923","5.34"
"4","put a 1/1 white soldier creature token onto the battlefield. target creature gets +3/+3 and gains flying until end of turn. you get an emblem with "" artifacts creatures enchantments and lands you control are indestructible.""","1","4","0","18","0","[u'Indestructible', u'Flying']","733923","0.00"
"2","at the beginning of your upkeep choose one — put a +1/+1 counter on target artifact creature; or put a charge counter on target noncreature artifact.","0","2","0","5","0","[]","733923","0.94"
"2","when this is put into a graveyard from the battlefield each player draws a card.","0","7","2.0","5","2.0","[]","733923","0.18"
"3","flying reinforce 2—","1","2","2.0","1","2.0","[u'Reinforce', u'Flying']","733923","0.16"
"2","target creature gets +2/+2 and gains flying until end of turn.","1","8","0","1","0","[u'Flying']","733923","0.19"
"0"," when this enters the battlefield you gain 2 life. add to your mana pool.","1","2","0","1","0","[]","733923","0.55"
"5","creatures you control get +2/+2 until end of turn. reinforce x—","1","2","0","5","0","[u'Reinforce']","733923","0.18"
"1","defender","0","2","0.0","1","4.0","[u'Defender']","733923","0.34"
"0","as this enters the battlefield you may reveal a kithkin card from your hand. if you don't this enters the battlefield tapped. add to your mana pool. reinforce 1—","1","2","0","14","0","[u'Reinforce']","733923","0.31"
"4","when you control no other artifacts sacrifice this.","0","3","4.0","5","4.0","[]","733923","0.18"
"0","add to your mana pool. assembly- worker artifact creature until end of turn. it's still a land. target assembly- worker creature gets +1/+1 until end of turn.","0","6","0","5","0","[]","733923","2.06"
"2","flying when this enters the battlefield return a permanent you control to its owner's hand.","1","4","2.0","1","3.0","[u'Flying']","733923","0.99"
"5","flying when this enters the battlefield return two creatures you control to their owner's hand. whenever this or another creature is returned to your hand from the battlefield put a 1/1 white soldier creature token onto the battlefield.","1","2","4.0","5","3.0","[u'Flying', u'Storm']","733923","0.22"
"2","when this enters the battlefield exile target creature. when this leaves the battlefield return the exiled card to the battlefield under its owner's control.","1","3","0","1","0","[]","733923","2.49"
"1","you gain 5 life. shuffle this and your graveyard into your library.","0","5","0","5","0","[]","733923","0.64"
"3","flying when this enters the battlefield you gain 2 life.","1","2","2.0","1","2.0","[u'Flying']","733923","0.19"
"5","untap up to two target artifacts. x: search your library for an artifact card with converted mana cost x or less and put it onto the battlefield. then shuffle your library. artifacts you control become 5/5 artifact creatures until end of turn.","1","3","0","18","0","[]","733923","12.14"
"3","target this creature gets +1/+1 until end of turn.","0","2","2.0","5","2.0","[]","733923","0.00"
"7"," remove a +1/+1 counter from this: put a 1/1 colorless pentavite artifact creature token with flying onto the battlefield. sacrifice a pentavite: put a +1/+1 counter on this.","0","5","0.0","14","0.0","[u'Flying']","733923","0.31"
"2","return target nonland permanent and all other permanents with the same name as that permanent to their owners' hands.","1","4","0","1","0","[]","733923","0.44"
"1","target attacking creature gets +1/+1 until end of turn.","1","8","1.0","1","1.0","[]","733923","0.16"
"5","convoke when this enters the battlefield you gain 1 life for each creature you control.","1","3","2.0","5","4.0","[u'Convoke']","733923","0.18"
"2","target permanent you control gains protection from artifacts or from the color of your choice until end of turn.","1","2","0","1","0","[u'Protection']","733923","0.16"
"5","affinity for artifacts draw two cards.","1","3","0","1","0","[u'Affinity']","733923","0.79"
"3","put a -1/-1 counter on this and a -1/-1 counter on target creature.","0","2","2.0","5","2.0","[]","733923","0.15"
"0"," add to your mana pool.","0","5","0","1","0","[u'Indestructible']","733923","0.89"
"0","add to your mana pool.","1","3","0","1","0","[]","733923","1.99"
"1","","1","4","0","1","0","[]","733923","0.24"
"3","draw three cards. then discard two cards unless you discard an artifact card.","1","5","0","5","0","[]","733923","1.88"
"1","modular 1","0","3","0.0","1","0.0","[u'Modular']","733923","0.17"
"0","add to your mana pool. elemental artifact creature that's still a land.","0","4","0","5","0","[]","733923","0.21"
"4","flash second flying","1","3","2.0","5","2.0","[u'Split second', u'Flash', u'Flying']","733923","0.33"
"6"," remove a +1/+1 counter from this: this deals 1 damage to target creature or player.","0","5","1.0","14","1.0","[]","733923","0.42"
"3","when this enters the battlefield tap target creature an opponent controls. that creature doesn't untap during its controller's next untap step.","1","4","2.0","1","2.0","[]","733923","0.16"
"3","sacrifice this: this deals 2 damage to target creature or player.","0","4","0","1","0","[]","733923","0.16"
"4","return target artifact card from your graveyard to the battlefield.","1","2","0","5","0","[]","733923","0.29"
"2","kicker flying when this enters the battlefield if it was kicked target creature gains flying until end of turn.","1","2","2.0","5","2.0","[u'Flying', u'Kicker']","733923","0.18"
"7","","1","3","0","14","0","[]","729846","1.15"
"2","flying","1","12","1.0","1","1.0","[u'Flying']","729846","0.18"
"1","","1","5","1.0","1","1.0","[]","729846","0.17"
"2","","1","3","2.0","1","2.0","[]","729846","0.24"
"5","flying","1","22","4.0","5","4.0","[u'Flying']","729846","0.23"
"3","return target instant or sorcery card from your graveyard to your hand.","1","3","0","5","0","[]","729846","1.42"
"5","","1","7","4.0","1","4.0","[]","729846","0.22"
"4","for each card in your hand you gain 2 life.","1","3","0","14","0","[]","729846","0.87"
"1","creatures you control get +1/+0 until end of turn.","1","2","0","1","0","[]","729846","0.18"
"1","when this blocks destroy it and the creature it blocks.","1","3","1.0","14","1.0","[]","729846","1.93"
"6","destroy target nonblack creature. you gain 3 life.","1","2","0","5","0","[]","729846","0.24"
"3","search your library for any card and put that card into your hand. you lose 3 life.","1","2","0","14","0","[]","729846","279.99"
"2","","1","4","2.0","1","1.0","[]","729846","0.21"
"3","","1","2","1.0","1","4.0","[]","729846","0.18"
"3","return two target creatures to their owner's hand.","1","3","0","5","0","[]","729846","0.47"
"2","search your library for a forest card and put that card into play. then shuffle your library.","1","9","0","1","0","[]","729846","1.03"
"2","this turn you may tap lands you don't control to help pay for your spells.","1","2","0","14","0","[]","729846","6.00"
"4","","1","3","3.0","1","4.0","[]","729846","0.24"
"3","","1","6","2.0","1","2.0","[]","729846","0.27"
"1","","1","7","0","1","0","[u'Flying']","729846","0.16"
"5","whenever this attacks it gets +2/+0 until end of turn.","1","5","3.0","1","3.0","[]","729846","0.16"
"1","return target creature card from your graveyard to your hand.","1","18","0","1","0","[]","729846","0.24"
"7","","1","5","6.0","14","6.0","[]","729846","0.45"
"6","prevent all damage that would be dealt to this by creatures.","1","2","3.0","14","3.0","[u'Champion']","729846","3.39"
"3","target opponent draws a card. you gain 7 life.","1","2","0","5","0","[]","729846","0.74"
"2","flying","1","8","1.0","1","2.0","[u'Flying']","729846","0.00"
"3","when this comes into play return target creature to its owner's hand.","1","10","2.0","5","2.0","[]","729846","0.00"
"8","when this comes into play return all other creatures you control from play to their owner's hand.","1","4","11.0","14","11.0","[]","729846","2.30"
"4","destroy target land or nonblack creature.","1","1","0","5","0","[]","729846","3.42"
"4","","1","6","3.0","1","3.0","[]","729846","0.16"
"2","creatures you control get +0/+3 until end of turn.","1","2","0","1","0","[]","729846","0.17"
"6","","1","2","6.0","1","4.0","[]","729846","0.21"
"3","destroy target nonblack creature.","1","4","0","1","0","[]","729846","0.16"
"5","attacking doesn't cause this to tap.","1","6","2.0","5","5.0","[]","729846","0.32"
"2","one or two target creatures gain flying until end of turn.","1","2","0","5","0","[u'Flying']","729846","0.26"
"4","swampwalk","1","18","3.0","5","3.0","[u'Swampwalk']","729846","0.26"
"3","put target creature on top of its owner's library.","1","8","0","1","0","[]","729846","0.16"
"2","flying when this comes into play look at target player's hand.","1","2","1.0","1","1.0","[u'Flying']","729846","0.24"
"5","target player takes another turn after this one.","1","5","0","14","0","[]","729846","14.00"
"4","islandwalk","1","5","3.0","5","3.0","[u'Islandwalk']","729846","0.21"
"4","when this comes into play destroy target land.","1","2","1.0","5","1.0","[]","729846","72.50"
"5","","1","9","5.0","5","4.0","[]","729846","0.37"
"1","when this comes into play you gain 1 life.","1","1","1.0","1","1.0","[]","729846","0.25"
"2","","1","4","2.0","1","2.0","[]","729846","0.16"
"4","when this comes into play target opponent loses 2 life. you gain 2 life.","1","1","2.0","5","2.0","[]","729846","2.91"
"3","when this comes into play search your library for a forest card and put that card into play. then shuffle your library.","1","12","1.0","5","1.0","[]","729846","1.00"
"4","","1","3","2.0","1","4.0","[]","729846","0.16"
"3","creatures and lands target opponent controls don't untap during his or her next untap step.","1","6","0","5","0","[]","729846","0.29"
"3","flying","1","14","2.0","1","2.0","[u'Flying']","729846","0.16"
"3","when this blocks it gets +2/+2 until end of turn.","1","2","2.0","5","2.0","[]","729846","0.72"
"2","when this comes into play target player chooses and discards a card from his or her hand.","1","12","1.0","5","1.0","[]","729846","0.00"
"2","draw four cards then discard three cards at random from your hand.","1","3","0","5","0","[]","729846","0.85"
"4","swampwalk","1","3","3.0","5","3.0","[u'Swampwalk']","729846","0.31"
"7","","1","3","8.0","5","5.0","[]","729846","0.98"
"3","","1","16","2.0","1","2.0","[]","729846","0.22"
"2","flying","1","4","1.0","5","1.0","[u'Flying']","729846","0.18"
"4","destroy target tapped creature.","1","7","0","5","0","[]","729846","0.37"
"6","when this comes into play destroy target nonblack creature.","1","2","3.0","14","3.0","[]","729846","0.62"
"3","swampwalk","1","4","2.0","1","2.0","[u'Swampwalk']","729846","0.18"
"4","flying","1","8","3.0","1","2.0","[u'Flying']","729846","0.17"
"1","look at the top card of target player's library. put that card back on top of that library or into that player's graveyard.","1","2","0","5","0","[]","729846","0.18"
"5","","1","3","0","5","0","[]","729846","0.41"
"3","creatures you control get +2/+2 until end of turn.","1","4","0","5","0","[]","729846","0.37"
"5","target player loses 4 life. you gain 4 life.","1","6","0","5","0","[]","729846","0.25"
"3","haste","1","4","2.0","1","2.0","[u'Haste']","729846","0.24"
"3","when this comes into play you gain 2 life.","1","11","2.0","1","2.0","[]","729846","0.16"
"5","flying attacking doesn't cause this to tap.","1","2","3.0","5","3.0","[u'Flying']","729846","5.14"
"2","counter target sorcery spell.","1","3","0","1","0","[]","729846","0.17"
"7","you may have this deal its combat damage to defending player as though it weren't blocked.","1","4","7.0","14","7.0","[]","729846","1.04"
"3","flying","1","7","2.0","1","2.0","[u'Flying']","729846","0.19"
"2","put up to three land cards from your hand into play.","1","5","0","14","0","[]","729846","3.00"
"2","","1","2","2.0","1","1.0","[]","729846","0.19"
"1","mountainwalk","1","4","1.0","1","1.0","[u'Mountainwalk']","729846","0.19"
"2","counter target spell.","1","27","0","5","0","[]","729846","2.24"
"5","draw four cards.","1","4","0","5","0","[]","729846","1.45"
"3","target creature gets +4/+0 until end of turn.","1","2","0","5","0","[]","729846","0.33"
"2","target creature gets +4/+4 until end of turn.","1","6","0","1","0","[]","729846","0.16"
"5","","1","3","0","5","0","[]","729846","0.22"
"2","","1","10","0","5","0","[]","729846","0.18"
"7","destroy all creatures and all lands.","1","3","0","14","0","[]","729846","24.95"
"7","flying attacking doesn't cause this to tap.","1","7","5.0","14","5.0","[u'Flying']","729846","1.20"
"3","when this comes into play you lose 3 life.","1","7","3.0","1","3.0","[]","729846","0.24"
"4","draw three cards. you lose 3 life.","1","4","0","14","0","[]","729846","1.55"
"2","flying when this comes into play draw a card then choose and discard a card from your hand.","1","4","1.0","5","1.0","[u'Flying']","729846","0.00"
"4","draw two cards.","1","3","0","1","0","[]","729846","0.16"
"6","flying when this comes into play target player chooses and discards two cards from his or her hand.","1","3","2.0","14","2.0","[u'Flying']","729846","1.01"
"3","","1","4","0","1","0","[u'Flying']","729846","0.24"
"2","flying","1","3","1.0","1","1.0","[u'Flying']","729846","0.22"
"3","search your library for a plains island swamp mountain or forest card and put that card into play. then shuffle your library.","1","10","0","5","0","[]","729846","0.37"
"1","","1","16","1.0","1","1.0","[]","729846","0.17"
"3","","1","2","3.0","5","3.0","[]","729846","0.38"
"5","","1","11","5.0","5","4.0","[]","729846","0.22"
"7","","1","2","0","5","0","[u'Storm']","729846","1.40"
"4","untap all creatures that attacked this turn. you get another combat phase followed by another main phase this turn.","1","10","0","14","0","[]","729846","0.00"
"3","target player chooses and discards two cards from his or her hand.","1","19","0","1","0","[]","729846","0.19"
"1","","1","12","1.0","1","1.0","[]","729846","0.24"
"4","","1","3","3.0","1","3.0","[]","729846","0.22"
"3","","1","11","2.0","14","2.0","[]","729846","0.95"
"1","target player can't attack on his or her next turn.","1","2","0","5","0","[]","729846","0.25"
"6","flying when this comes into play you lose 5 life.","1","3","6.0","14","5.0","[u'Flying']","729846","1.26"
"7","","1","3","6.0","14","6.0","[]","729846","0.53"
"3","flying","1","6","2.0","1","1.0","[u'Flying']","729846","0.19"
"7","flying when this comes into play it deals 3 damage to each creature without flying.","1","4","5.0","14","5.0","[u'Flying']","729846","18.47"
"5","flying when this comes into play you gain 3 life.","1","8","3.0","5","3.0","[u'Flying']","729846","0.65"
"6","","1","2","4","14","4.0","[]","729846","4.49"
"2","you gain 4 life.","1","5","0","1","0","[]","729846","0.17"
"4","destroy all creatures with flying.","1","3","0","14","0","[u'Flying']","729846","0.98"
"5","if the difference between your life total and target player's life total is 5 or less exchange life totals with that player.","1","3","0","14","0","[]","729846","0.86"
"5","when this becomes blocked destroy all creatures blocking it.","1","3","2.0","14","4.0","[]","729846","0.00"
"2","","1","17","2.0","1","2.0","[]","729846","0.24"
"1","","1","4","1.0","1","2.0","[]","729846","0.24"
"4","put target creature card from your graveyard into play.","1","6","0","5","0","[]","729846","0.39"
"3","look at target player's hand and choose a card from it. that player discards that card.","1","11","0","5","0","[]","729846","0.20"
"4","","1","2","4","14","4.0","[]","729846","0.76"
"4","look at the top five cards of target player's library. put any number of them on the bottom of that library in any order and the rest on top of the library in any order.","1","2","0","14","0","[]","729846","0.86"
"4","destroy target creature. its owner gains 4 life.","1","4","0","1","0","[]","729846","0.17"
"5","you may have this deal its combat damage to defending player as though it weren't blocked.","1","3","4.0","5","4.0","[]","729846","1.28"
"2","","1","7","0","1","0","[]","729846","0.19"
"4","when this comes into play return target creature card from your graveyard to your hand.","1","19","2.0","5","2.0","[]","729846","0.25"
"2","flying","1","2","1.0","1","1.0","[u'Flying']","729846","0.25"
"3","tap all nonwhite creatures.","1","4","0","14","0","[]","729846","1.02"
"1","","1","2","1.0","1","1.0","[]","729846","0.35"
"3","whenever this attacks it gets +0/+3 until end of turn.","1","6","2.0","5","2.0","[]","729846","0.27"
"3","all creatures able to block target creature this turn do so.","1","4","0","14","0","[]","729846","1.24"
"3","","1","6","2.0","1","2.0","[]","729846","0.24"
"2","counter target creature spell.","1","11","0","1","0","[]","729846","0.24"
"2","attacking doesn't cause this to tap.","1","2","2.0","5","2.0","[]","729846","0.85"
"5","","1","2","5.0","5","5.0","[]","729846","1.42"
"1","haste","1","15","1.0","1","1.0","[u'Haste']","729846","0.24"
"2","flying","1","3","1.0","5","1.0","[u'Flying']","729846","0.19"
"1","look at the top two cards of your library. put one of them into your hand and the other one on the bottom of your library.","1","5","0","1","0","[]","729846","2.00"
"3","","1","3","3.0","1","2.0","[]","729846","0.24"
"6","destroy all tapped creatures. for each creature destroyed this way you gain 2 life.","1","3","0","14","0","[]","729846","4.95"
"3","destroy two target nonblack creatures. you lose 5 life.","1","3","0","14","0","[]","729846","0.97"
"3","target creature gets +3/+3 and gains flying until end of turn.","1","8","0","1","0","[u'Flying']","729846","0.16"
"1","","1","2","0","1","0","[]","729846","0.22"
"3","","1","4","3.0","1","2.0","[]","729846","0.24"
"3","green creatures you control gain forestwalk until end of turn.","1","2","0","14","0","[u'Forestwalk']","729846","1.45"
"2","forestwalk","1","2","2.0","5","1.0","[u'Forestwalk']","729846","0.35"
"5","","1","10","4.0","5","5.0","[]","729846","0.27"
"2","take another turn after this one. you lose the game at the end of that turn.","1","3","0","14","0","[]","729846","3.93"
"4","","1","2","3.0","1","3.0","[u'Flying']","729846","0.25"
"5","you gain 8 life.","1","7","0","5","0","[]","729846","0.25"
"1","shuffle any number of creature cards from your graveyard into your library.","1","2","0","5","0","[]","729846","0.00"
"3","destroy target land.","1","23","0","1","0","[]","729846","0.00"
"1","","1","3","1.0","1","1.0","[]","729846","0.19"
"5","when this comes into play it deals 2 damage to target creature.","1","2","2.0","5","2.0","[]","729846","2.20"
"5","","1","16","0","1","0","[]","729846","0.16"
"3","when this attacks all goblins you control get +1/+1 until end of turn.","1","4","1.0","5","1.0","[]","729846","4.49"
"4","destroy all lands.","1","18","0","14","0","[]","729846","4.15"
"6","flying; haste","1","6","4.0","14","4.0","[u'Flying', u'Haste']","729846","1.24"
"6","flying when this attacks defending player chooses and discards a card from his or her hand.","1","1","2.0","5","2.0","[u'Flying']","729846","1.14"
"1","","1","2","1.0","1","2.0","[]","729846","0.19"
"1","search your library for an instant or sorcery card and reveal that card. shuffle your library then put the card on top of it.","1","4","0","18","0","[]","733533","15.63"
"3","as long as this is untapped each spell that would cost less than three mana to cast costs three mana to cast.","0","2","0","18","0","[]","733533","14.11"
"0","add to your mana pool. sacrifice this: destroy target land.","0","7","0","18","0","[]","733533","29.48"
"1","look at the top three cards of your library then put them back in any order. draw a card then put this on top of its owner's library.","0","3","0","18","0","[]","733533","43.40"
"3","skip your draw step. whenever you discard a card exile that card from your graveyard. pay 1 life: exile the top card of your library face down. put that card into your hand at the beginning of your next end step.","1","7","0","18","0","[]","733533","14.82"
"3","as an additional cost to cast this sacrifice an artifact. search your library for an artifact card and put that card onto the battlefield. then shuffle your library.","1","2","0","18","0","[]","733533","8.90"
"1","forest.","1","8","1.0","18","1.0","[]","733533","4.78"
"3","flying at the beginning of your upkeep this deals 1 damage to you.","1","6","3.0","18","4.0","[u'Flying']","733533","2.56"
"1","whenever this deals damage to a player you may put a goblin permanent card from your hand onto the battlefield.","1","3","1.0","18","1.0","[]","733533","17.59"
"4","search your library for four cards with different names and reveal them. target opponent chooses two of those cards. put the chosen cards into your graveyard and the rest into your hand. then shuffle your library.","1","3","0","18","0","[]","733533","15.78"
"0","sacrifice this: add one mana of any color to your mana pool.","0","4","0","18","0","[]","733533","39.76"
"2","each player chooses a number of lands he or she controls equal to the number of lands controlled by the player who controls the fewest then sacrifices the rest. players discard cards and sacrifice creatures the same way.","1","12","0","18","0","[]","733533","7.58"
"1","equipped creature gets +1/-1. when equipped creature is put into a graveyard draw two cards. equip","0","6","0","18","0","[]","733533","10.19"
"1","cast this only before the combat damage step. target creature gains trample and gets + x/+0 until end of turn where x is its power. at the beginning of the end step destroy that creature if it attacked this turn.","1","9","0","18","0","[u'Trample']","733533","52.91"
"2","until end of turn any time you could activate a mana ability you may pay 1 life. if you do add to your mana pool.","1","10","0","18","0","[]","733533","7.71"
"5","target player puts the top four cards of his or her library into his or her graveyard. you draw a card for each creature card put into that graveyard this way.","2","1","0","5","0","[]","734806","0.20"
"1","destroy target blocked creature.","1","4","0","1","0","[]","734806","0.20"
"4","hexproof whenever a creature card is put into an opponent's graveyard from anywhere you may have this become a copy of that card except its name is still this it's legendary in addition to its other types and it gains hexproof and this ability.","2","1","3.0","18","3.0","[u'Hexproof']","734806","2.61"
"5","destroy target land. search your library for a basic land card and put that card onto the battlefield tapped. then shuffle your library.","2","2","0","5","0","[]","734806","0.20"
"6","flying each creature you control with a +1/+1 counter on it has flying.","1","1","4.0","5","4.0","[u'Flying']","734806","0.22"
"7","flying whenever this deals combat damage to a player exile the top seven cards of that player's library then put a creature card from among them onto the battlefield under your control.","1","1","7.0","18","7.0","[u'Flying']","734806","4.95"
"3","prevent all combat damage that would be dealt this turn by creatures with no +1/+1 counters on them.","1","1","0","5","0","[]","734806","0.18"
"3","whenever another white creature enters the battlefield under your control tap target creature an opponent controls.","1","2","2.0","1","2.0","[]","734806","0.20"
"5","when this deals combat damage return it to its owner's hand.","1","2","5.0","1","5.0","[]","734806","0.20"
"2","battalion — whenever this and at least two other creatures attack this deals 1 damage to target creature or player.","1","1","1.0","1","2.0","[u'Battalion']","734806","0.19"
